altitude_km,energy_eV,probability_density_eV-1,spectral_production_cm-3_s-1_eV-1
98.75,2.7125000000000004,0.6020000000000021,517.1790192243511
98.75,2.7375,0.4745000000000017,407.6435957175326
98.75,2.7625,0.39769999999999434,341.66461120518403
98.75,2.7875000000000005,0.3179000000000011,273.10832261033426
98.75,2.8125,0.24630000000000088,211.59666517434832
98.75,2.8375000000000004,0.18890000000000068,162.28424706225903
98.75,2.8625,0.1389000000000005,119.3291790203694
98.75,2.8875,0.1051999999999985,90.37746316013418
98.75,2.9125000000000005,0.08080000000000029,69.41538995569364
98.75,2.9375,0.06010000000000021,51.631991786351335
98.75,2.9625000000000004,0.04580000000000016,39.3468423263709
98.75,2.9875,0.03880000000000014,33.333132800506355
98.75,3.0125,0.033599999999999526,28.86580572414932
98.75,3.0375000000000005,0.035400000000000126,30.41218817365786
98.75,3.0625,0.043000000000000156,36.94135851602508
98.75,3.0875000000000004,0.051500000000000185,44.24372008314632
98.75,3.1125,0.07030000000000025,60.39482566689682
98.75,3.1375,0.08599999999999877,73.88271703204884
98.75,3.1625000000000005,0.10860000000000039,93.29840778698428
98.75,3.1875,0.14100000000000049,121.13329187812874
98.75,3.2125000000000004,0.1729000000000006,148.53862528885435
98.75,3.2375,0.19060000000000069,163.74471937568327
98.75,3.2625,0.2405999999999966,206.69978741756924
98.75,3.2875000000000005,0.28840000000000104,247.7648324656194
98.75,3.3125,0.33060000000000117,284.01890989297425
98.75,3.3375000000000004,0.37920000000000137,325.77123602969095
98.75,3.3625,0.41810000000000147,359.1902789662811
98.75,3.3875,0.4661999999999934,400.5130544225718
98.75,3.4125000000000005,0.4862000000000017,417.6950816393347
98.75,3.4375,0.5189000000000018,445.78769613873055
98.75,3.4625000000000004,0.5209000000000018,447.50589886040615
98.75,3.4875,0.5456000000000019,468.7257024730996
98.75,3.5125,0.5472999999999922,470.18617478651555
98.75,3.5375000000000005,0.538700000000002,462.79790308331894
98.75,3.5625,0.5203000000000019,446.9904380439035
98.75,3.5875000000000004,0.49070000000000175,421.5610377631048
98.75,3.6125,0.47090000000000165,404.55083081851654
98.75,3.6375,0.43539999999999385,374.0527325087683
98.75,3.6625000000000005,0.3891000000000014,334.2763395019851
98.75,3.6875,0.3572000000000013,306.8710060912596
98.75,3.7125000000000004,0.3089000000000011,265.37641036279416
98.75,3.7375,0.270400000000001,232.30100797053913
98.75,3.7625,0.2181999999999969,187.455916934803
98.75,3.7875000000000005,0.18540000000000068,159.27739229932678
98.75,3.8125,0.15780000000000055,135.56619474020366
98.75,3.8375000000000004,0.13370000000000049,114.86185194401288
98.75,3.8625,0.10620000000000036,91.23656452097356
98.75,3.8875,0.08449999999999878,72.59406499079218
98.75,3.9125000000000005,0.06600000000000024,56.70068981529432
98.75,3.9375,0.05230000000000019,44.931001171816554
98.75,3.9625000000000004,0.03800000000000014,32.64585171183612
98.75,3.9875,0.027300000000000095,23.453467150871738
98.75,4.0125,0.020299999999999714,17.439757625006884
98.75,4.0375,0.01650000000000035,14.17517245382383
98.75,4.0625,0.011899999999999833,10.223306193969552
98.75,4.0875,0.00919999999999987,7.903732519707552
98.75,4.112500000000001,0.005100000000000109,4.38141694027282
98.75,4.1375,0.002999999999999957,2.577304082513332
98.75,4.1625,0.0018000000000000385,1.5463824495080543
98.75,4.1875,0.001899999999999973,1.6322925855917771
98.75,4.2125,0.00069999999999999,0.6013709525864441
98.75,4.237500000000001,0.0006000000000000128,0.5154608165026848
98.75,4.2625,0.0005999999999999915,0.5154608165026664
98.75,4.2875,0.00010000000000000215,0.0859101360837808
98.75,4.3125,9.999999999999858e-05,0.08591013608377773
98.75,4.3375,0.00019999999999999716,0.17182027216755547
98.75,4.362500000000001,0.0002000000000000043,0.1718202721675616
98.75,4.3875,9.999999999999858e-05,0.08591013608377773
98.75,4.4125,0.0,0.0
98.75,4.4375,0.0,0.0
98.75,4.4625,0.0,0.0
98.75,4.487500000000001,0.0,0.0
98.75,4.5125,0.0,0.0
98.75,4.5375,0.0,0.0
98.75,4.5625,0.0,0.0
98.75,4.5875,0.0,0.0
98.75,4.612500000000001,0.0,0.0
98.75,4.6375,0.0,0.0
98.75,4.6625,0.0,0.0
98.75,4.6875,0.0,0.0
98.75,4.7125,0.0,0.0
98.75,4.737500000000001,0.0,0.0
98.75,4.7625,0.0,0.0
98.75,4.7875000000000005,0.0,0.0
98.75,4.8125,0.0,0.0
98.75,4.8375,0.0,0.0
98.75,4.862500000000001,0.0,0.0
98.75,4.8875,0.0,0.0
98.75,4.9125000000000005,0.0,0.0
